action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,latent_collision,iaction,probability,elapsed_time,group_id,ranking,potential_crash_before_intervention,potential_crash_after_intervention,best_intervention
keep,False,False,False,False,True,True,False,True,keep,0.587466326537227,3.25679564476013,7,3,False,True,
keep,False,False,False,False,True,True,False,True,change_to_left,0.999087857315999,3.26459050178528,7,4,False,True,
keep,False,False,False,False,True,True,False,True,change_to_right,0.999087857315999,3.29205274581909,7,5,False,True,
keep,False,False,False,False,True,True,False,True,cruise,0.999087857315999,3.29698586463928,7,5,False,True,
keep,False,False,False,False,True,True,True,True,swerve_left,0.000999376746974,3.31573796272278,8,1,False,False,*
keep,False,False,False,False,True,True,True,True,keep,0.004101069265414,3.2529149055481,8,2,False,True,
keep,False,False,False,False,True,True,True,True,swerve_right,0.500775904631105,3.25475525856018,8,3,False,False,
keep,False,False,False,False,True,True,True,True,change_to_right,0.999258819126663,3.28049254417419,8,4,False,True,
keep,False,False,False,False,True,True,True,True,change_to_left,0.999262901471119,3.29640913009644,8,5,False,True,
keep,False,False,False,False,True,True,True,True,cruise,0.999385288074647,3.29608821868896,8,6,False,True,
cruise,False,False,False,True,False,False,False,True,keep,0.500035934835574,3.26108932495117,9,1,False,False,*
cruise,False,False,False,True,False,False,False,True,swerve_left,0.500035934835574,3.26642274856567,9,1,False,False,
cruise,False,False,False,True,False,False,False,True,swerve_right,0.500035934835574,3.26055645942688,9,1,False,False,
cruise,False,False,False,True,False,False,False,True,cruise,0.572121217623375,3.28202033042908,9,2,False,True,
cruise,False,False,False,True,False,False,False,True,change_to_left,0.999143670366424,3.26514577865601,9,3,False,True,
cruise,False,False,False,True,False,False,False,True,change_to_right,0.999143670366424,3.24376821517944,9,3,False,True,
keep,False,False,False,True,False,False,False,True,cruise,0.500035934835574,3.26613020896912,10,1,False,False,
keep,False,False,False,True,False,False,False,True,swerve_left,0.500035934835574,3.25545430183411,10,1,False,False,
keep,False,False,False,True,False,False,False,True,swerve_right,0.500035934835574,3.23148417472839,10,1,False,False,*
keep,False,False,False,True,False,False,False,True,keep,0.572121217623375,3.23942279815674,10,2,False,True,
keep,False,False,False,True,False,False,False,True,change_to_left,0.999143670366424,3.25407576560974,10,3,False,True,
keep,False,False,False,True,False,False,False,True,change_to_right,0.999143670366424,3.24059271812439,10,3,False,True,
cruise,False,False,False,True,False,False,True,True,keep,0.00099909804589,3.30137085914612,11,1,False,False,*
cruise,False,False,False,True,False,False,True,True,swerve_left,0.00099909804589,3.24379014968872,11,2,False,False,
cruise,False,False,False,True,False,False,True,True,cruise,0.001654885053873,3.25386738777161,11,3,False,True,
cruise,False,False,False,True,False,False,True,True,swerve_right,0.500164052958003,3.28625130653381,11,4,False,False,
cruise,False,False,False,True,False,False,True,True,change_to_right,0.999386043892286,3.25266146659851,11,5,False,True,
cruise,False,False,False,True,False,False,True,True,change_to_left,0.999386288533901,3.26351428031921,11,6,False,True,
keep,False,False,False,True,False,False,True,True,swerve_left,0.000999098004485,3.25860857963562,12,1,False,False,*
keep,False,False,False,True,False,False,True,True,cruise,0.001168026324022,3.23670482635498,12,2,False,False,
keep,False,False,False,True,False,False,True,True,keep,0.001654605217407,3.26724171638489,12,3,False,True,
keep,False,False,False,True,False,False,True,True,swerve_right,0.500163982963924,3.28997993469238,12,4,False,False,
keep,False,False,False,True,False,False,True,True,change_to_right,0.999385879611234,3.31175780296326,12,5,False,True,
keep,False,False,False,True,False,False,True,True,change_to_left,0.999386124148472,3.27377414703369,12,6,False,True,
cruise,False,False,False,True,False,True,False,True,swerve_left,0.500035934835574,3.27753734588623,13,1,False,False,*
cruise,False,False,False,True,False,True,False,True,swerve_right,0.500035934835574,3.28335356712341,13,1,False,False,
cruise,False,False,False,True,False,True,False,True,keep,0.500035934835574,3.29197001457214,13,2,False,False,
cruise,False,False,False,True,False,True,False,True,cruise,0.572121217623375,3.26764273643494,13,3,False,True,
cruise,False,False,False,True,False,True,False,True,change_to_left,0.999143670366424,3.26564741134644,13,4,False,True,
cruise,False,False,False,True,False,True,False,True,change_to_right,0.999143670366424,3.31143164634705,13,4,False,True,
keep,False,False,False,True,False,True,False,True,cruise,0.500035934835574,3.27364993095398,14,1,False,False,*
keep,False,False,False,True,False,True,False,True,swerve_left,0.500035934835574,3.2748920917511,14,1,False,False,
keep,False,False,False,True,False,True,False,True,swerve_right,0.500035934835574,3.27567076683044,14,1,False,False,
keep,False,False,False,True,False,True,False,True,keep,0.572121217623375,3.27077198028564,14,2,False,True,
keep,False,False,False,True,False,True,False,True,change_to_left,0.999143670366424,3.27589154243469,14,3,False,True,
keep,False,False,False,True,False,True,False,True,change_to_right,0.999143670366424,3.27824258804321,14,4,False,True,
cruise,False,False,False,True,False,True,True,True,keep,0.00100109796708,3.27239489555359,15,1,False,False,*
cruise,False,False,False,True,False,True,True,True,swerve_left,0.001001697101108,3.30957555770874,15,2,False,False,
cruise,False,False,False,True,False,True,True,True,cruise,0.003804802136886,3.27190184593201,15,3,False,True,
cruise,False,False,False,True,False,True,True,True,swerve_right,0.500701800834089,3.26551246643066,15,4,False,False,
cruise,False,False,False,True,False,True,True,True,change_to_right,0.999433528161841,3.28216314315796,15,5,False,True,
cruise,False,False,False,True,False,True,True,True,change_to_left,0.999486866885617,3.26463508605957,15,6,False,True,
keep,False,False,False,True,False,True,True,True,swerve_left,0.00100168978029,3.30867600440979,16,1,False,False,*
keep,False,False,False,True,False,True,True,True,cruise,0.00300148121823,3.28768682479858,16,2,False,False,
keep,False,False,False,True,False,True,True,True,keep,0.003797183447363,3.25993967056274,16,3,False,True,
keep,False,False,False,True,False,True,True,True,swerve_right,0.500699895209848,3.26200604438782,16,4,False,False,
keep,False,False,False,True,False,True,True,True,change_to_right,0.999432353703063,3.25811815261841,16,5,False,True,
keep,False,False,False,True,False,True,True,True,change_to_left,0.999485547594344,3.30592918395996,16,6,False,True,
cruise,False,False,False,True,True,False,False,True,keep,0.500035934835574,3.26235127449036,17,1,False,False,
cruise,False,False,False,True,True,False,False,True,swerve_left,0.500035934835574,3.31149864196777,17,1,False,False,
cruise,False,False,False,True,True,False,False,True,swerve_right,0.500035934835574,3.27013254165649,17,1,False,False,*
cruise,False,False,False,True,True,False,False,True,cruise,0.572121217623375,3.26567125320435,17,2,False,True,
cruise,False,False,False,True,True,False,False,True,change_to_right,0.999143670366424,3.24918723106384,17,3,False,True,
cruise,False,False,False,True,True,False,False,True,change_to_left,0.999143670366424,3.26848578453064,17,4,False,True,
keep,False,False,False,True,True,False,False,True,cruise,0.500035934835574,3.28937649726868,18,1,False,False,
keep,False,False,False,True,True,False,False,True,swerve_left,0.500035934835574,3.26578998565674,18,1,False,False,*
keep,False,False,False,True,True,False,False,True,swerve_right,0.500035934835574,3.26520705223083,18,1,False,False,
keep,False,False,False,True,True,False,False,True,keep,0.572121217623375,3.26340675354004,18,2,False,True,
keep,False,False,False,True,True,False,False,True,change_to_left,0.999143670366424,3.29291558265686,18,3,False,True,
keep,False,False,False,True,True,False,False,True,change_to_right,0.999143670366424,3.28290748596191,18,4,False,True,
cruise,False,False,False,True,True,False,True,True,keep,0.001000496177858,3.29397630691528,19,1,False,False,
cruise,False,False,False,True,True,False,True,True,swerve_left,0.001000496177858,3.26426219940186,19,1,False,False,*
cruise,False,False,False,True,True,False,True,True,cruise,0.002500162519011,3.28828811645508,19,2,False,True,
cruise,False,False,False,True,True,False,True,True,swerve_right,0.50037472885776,3.29583740234375,19,3,False,False,
cruise,False,False,False,True,True,False,True,True,change_to_right,0.999411808983144,3.27195310592651,19,4,False,True,
cruise,False,False,False,True,True,False,True,True,change_to_left,0.999459868785255,3.26878309249878,19,5,False,True,
keep,False,False,False,True,True,False,True,True,swerve_left,0.001000494136282,3.24951529502869,20,1,False,False,*
keep,False,False,False,True,True,False,True,True,cruise,0.001819520904882,3.26004123687744,20,2,False,False,
keep,False,False,False,True,True,False,True,True,keep,0.002498112773323,3.29522895812988,20,3,False,True,
keep,False,False,False,True,True,False,True,True,swerve_right,0.500374217188063,3.29207372665405,20,4,False,False,
keep,False,False,False,True,True,False,True,True,change_to_right,0.999411248048208,3.27537131309509,20,5,False,True,
keep,False,False,False,True,True,False,True,True,change_to_left,0.999459242227551,3.24370431900024,20,6,False,True,
cruise,False,False,False,True,True,True,False,True,keep,0.500035934835574,3.29508137702942,21,1,False,False,
cruise,False,False,False,True,True,True,False,True,swerve_left,0.500035934835574,3.28203654289246,21,1,False,False,*
cruise,False,False,False,True,True,True,False,True,swerve_right,0.500035934835574,3.30382490158081,21,1,False,False,
cruise,False,False,False,True,True,True,False,True,cruise,0.572121217623375,3.26303720474243,21,2,False,True,
cruise,False,False,False,True,True,True,False,True,change_to_left,0.999143670366424,3.2594678401947,21,3,False,True,
cruise,False,False,False,True,True,True,False,True,change_to_right,0.999143670366424,3.28958368301392,21,4,False,True,
keep,False,False,False,True,True,True,False,True,cruise,0.500035934835574,3.24859094619751,22,1,False,False,
keep,False,False,False,True,True,True,False,True,swerve_left,0.500035934835574,3.23027300834656,22,1,False,False,*
keep,False,False,False,True,True,True,False,True,swerve_right,0.500035934835574,3.27744722366333,22,1,False,False,
keep,False,False,False,True,True,True,False,True,keep,0.572121217623375,3.24905586242676,22,2,False,True,
keep,False,False,False,True,True,True,False,True,change_to_left,0.999143670366424,3.27269244194031,22,3,False,True,
keep,False,False,False,True,True,True,False,True,change_to_right,0.999143670366424,3.28721451759338,22,4,False,True,
cruise,False,False,False,True,True,True,True,True,swerve_left,0.001003588785604,3.29538369178772,23,1,False,False,*
cruise,False,False,False,True,True,True,True,True,keep,0.001005535123327,3.23917460441589,23,2,False,False,
cruise,False,False,False,True,True,True,True,True,cruise,0.0039244774911,3.30366253852844,23,3,False,True,
cruise,False,False,False,True,True,True,True,True,swerve_right,0.500731734624586,3.23786020278931,23,4,False,False,
cruise,False,False,False,True,True,True,True,True,change_to_right,0.999395416919262,3.2751190662384,23,5,False,True,
cruise,False,False,False,True,True,True,True,True,change_to_left,0.999528562509759,3.24769711494446,23,6,False,True,
keep,False,False,False,True,True,True,True,True,swerve_left,0.001003575829716,3.29494118690491,24,1,False,False,*
keep,False,False,False,True,True,True,True,True,cruise,0.003108548049426,3.30551791191101,24,2,False,False,
keep,False,False,False,True,True,True,True,True,keep,0.003916215956945,3.24713516235352,24,3,False,True,
keep,False,False,False,True,True,True,True,True,swerve_right,0.500729668208871,3.23213648796082,24,4,False,False,
keep,False,False,False,True,True,True,True,True,change_to_right,0.999394303087426,3.29033184051514,24,5,False,True,
keep,False,False,False,True,True,True,True,True,change_to_left,0.999527072675298,3.2810001373291,24,6,False,True,
keep,False,False,True,False,False,False,False,True,keep,0.001422019525372,3.28239464759827,25,1,False,True,*
keep,False,False,True,False,False,False,False,True,swerve_left,0.500105596397734,3.28064322471619,25,2,False,False,
keep,False,False,True,False,False,False,False,True,swerve_right,0.500105596397734,3.26600575447083,25,2,False,False,
keep,False,False,True,False,False,False,False,True,cruise,0.999211246602349,3.27636861801147,25,3,False,True,
keep,False,False,True,False,False,False,False,True,change_to_left,0.999211246602349,3.292560338974,25,4,False,True,
keep,False,False,True,False,False,False,False,True,change_to_right,0.99921124660235,3.24340844154358,25,5,False,True,
keep,False,False,True,False,False,False,True,True,swerve_left,0.000999432434112,3.28730416297913,26,1,False,False,*
keep,False,False,True,False,False,False,True,True,keep,0.001431729842567,3.28376626968384,26,2,False,True,
keep,False,False,True,False,False,False,True,True,swerve_right,0.500108128201309,3.24618792533875,26,3,False,False,
keep,False,False,True,False,False,False,True,True,change_to_left,0.999212757450994,3.27648997306824,26,4,False,True,
keep,False,False,True,False,False,False,True,True,change_to_right,0.999212757450994,3.27209734916687,26,4,False,True,
keep,False,False,True,False,False,False,True,True,cruise,0.999212757450995,3.29642248153687,26,5,False,True,
keep,False,False,True,False,False,True,False,True,keep,0.001422019327285,3.30262017250061,27,1,False,True,*
keep,False,False,True,False,False,True,False,True,swerve_left,0.500105596348286,3.28497910499573,27,2,False,False,
keep,False,False,True,False,False,True,False,True,swerve_right,0.500105596348286,3.27934002876282,27,2,False,False,
keep,False,False,True,False,False,True,False,True,change_to_left,0.999211036894294,3.29252815246582,27,3,False,True,
keep,False,False,True,False,False,True,False,True,cruise,0.999211036894294,3.31878232955933,27,3,False,True,
keep,False,False,True,False,False,True,False,True,change_to_right,0.999211666139799,3.28644037246704,27,4,False,True,
keep,False,False,True,False,False,True,True,True,swerve_left,0.001001894039759,3.23125410079956,28,1,False,False,*
keep,False,False,True,False,False,True,True,True,keep,0.003900722748366,3.2879114151001,28,2,False,True,
keep,False,False,True,False,False,True,True,True,swerve_right,0.500725068270209,3.28180360794067,28,3,False,False,
keep,False,False,True,False,False,True,True,True,change_to_left,0.999230136816863,3.28394293785095,28,4,False,True,
keep,False,False,True,False,False,True,True,True,change_to_right,0.999309117302603,3.29462313652039,28,5,False,True,
keep,False,False,True,False,False,True,True,True,cruise,0.999362589568681,3.2558262348175,28,6,False,True,
keep,False,False,True,False,True,False,False,True,keep,0.001422019525372,3.30006694793701,29,1,False,True,*
keep,False,False,True,False,True,False,False,True,swerve_left,0.500105596397734,3.24939632415771,29,2,False,False,
keep,False,False,True,False,True,False,False,True,swerve_right,0.500105596397734,3.28993797302246,29,2,False,False,
keep,False,False,True,False,True,False,False,True,change_to_right,0.999211246602349,3.26279377937317,29,3,False,True,
keep,False,False,True,False,True,False,False,True,cruise,0.999211246602349,3.24244809150696,29,4,False,True,
keep,False,False,True,False,True,False,False,True,change_to_left,0.999211246602349,3.23274922370911,29,5,False,True,
keep,False,False,True,False,True,False,True,True,swerve_left,0.000999422396863,3.23853182792664,30,1,False,False,*
keep,False,False,True,False,True,False,True,True,keep,0.001421662471118,3.28113961219788,30,2,False,True,
keep,False,False,True,False,True,False,True,True,swerve_right,0.500105612614966,3.25696277618408,30,3,False,False,
keep,False,False,True,False,True,False,True,True,change_to_left,0.999211299165934,3.25078058242798,30,4,False,True,
keep,False,False,True,False,True,False,True,True,change_to_right,0.999211299165934,3.2932116985321,30,5,False,True,
keep,False,False,True,False,True,False,True,True,cruise,0.999211299165934,3.25792551040649,30,5,False,True,
keep,False,False,True,False,True,True,False,True,keep,0.00142243923763,3.25027894973755,31,1,False,True,*
keep,False,False,True,False,True,True,False,True,swerve_left,0.500105806709645,3.30169057846069,31,2,False,False,
keep,False,False,True,False,True,True,False,True,swerve_right,0.500105806709645,3.24737906455994,31,2,False,False,
keep,False,False,True,False,True,True,False,True,change_to_left,0.999211307825999,3.28341436386108,31,3,False,True,
keep,False,False,True,False,True,True,False,True,change_to_right,0.999211307825999,3.3239951133728,31,3,False,True,
keep,False,False,True,False,True,True,False,True,cruise,0.999211307825999,3.30202841758728,31,3,False,True,
keep,False,False,True,False,True,True,True,True,swerve_left,0.001000370199622,3.27466678619385,32,1,False,False,*
keep,False,False,True,False,True,True,True,True,keep,0.002372230872813,3.30096912384033,32,2,False,True,
keep,False,False,True,False,True,True,True,True,swerve_right,0.500343155750425,3.24704670906067,32,3,False,False,
keep,False,False,True,False,True,True,True,True,change_to_left,0.999230847835858,3.28469753265381,32,4,False,True,
keep,False,False,True,False,True,True,True,True,change_to_right,0.999255788190022,3.26949381828308,32,5,False,True,
keep,False,False,True,False,True,True,True,True,cruise,0.999339274988413,3.27780246734619,32,6,False,True,
cruise,False,False,True,True,False,False,False,True,cruise,0.001335324754229,3.28254818916321,33,1,False,True,*
cruise,False,False,True,True,False,False,False,True,keep,0.500083871466215,3.25212216377258,33,2,False,False,
cruise,False,False,True,True,False,False,False,True,swerve_left,0.500083871466215,3.29302668571472,33,2,False,False,
cruise,False,False,True,True,False,False,False,True,swerve_right,0.500083871466215,3.26036834716797,33,3,False,False,
cruise,False,False,True,True,False,False,False,True,change_to_left,0.999333461569103,3.28826498985291,33,4,False,True,
cruise,False,False,True,True,False,False,False,True,change_to_right,0.999334521045964,3.26274466514587,33,5,False,True,
keep,False,False,True,True,False,False,False,True,cruise,0.000999144462482,3.30902719497681,34,1,False,False,*
keep,False,False,True,True,False,False,False,True,swerve_left,0.500035955257708,3.26632404327393,34,2,False,False,
keep,False,False,True,True,False,False,False,True,swerve_right,0.500035955257708,3.26771450042725,34,2,False,False,
keep,False,False,True,True,False,False,False,True,keep,0.572162204849034,3.2710108757019,34,3,False,True,
keep,False,False,True,True,False,False,False,True,change_to_left,0.999143524531104,3.28710985183716,34,4,False,True,
keep,False,False,True,True,False,False,False,True,change_to_right,0.999143978723278,3.28133368492126,34,5,False,True,
cruise,False,False,True,True,False,False,True,True,keep,0.000999308868755,3.28981614112854,35,1,False,False,*
cruise,False,False,True,True,False,False,True,True,swerve_left,0.000999737833007,3.27458357810974,35,2,False,False,
cruise,False,False,True,True,False,False,True,True,cruise,0.001738045237098,3.29220819473267,35,3,False,True,
cruise,False,False,True,True,False,False,True,True,swerve_right,0.500184668818402,3.28751254081726,35,4,False,False,
cruise,False,False,True,True,False,False,True,True,change_to_left,0.999393978234718,3.27391672134399,35,5,False,True,
cruise,False,False,True,True,False,False,True,True,change_to_right,0.999394942174483,3.2816333770752,35,6,False,True,
keep,False,False,True,True,False,False,True,True,swerve_left,0.000999737446817,3.2665753364563,36,1,False,False,*
keep,False,False,True,True,False,False,True,True,cruise,0.001221950941852,3.286869764328,36,2,False,False,
keep,False,False,True,True,False,False,True,True,keep,0.001737657888022,3.28104138374329,36,3,False,True,
keep,False,False,True,True,False,False,True,True,swerve_right,0.500184572029478,3.41482400894165,36,4,False,False,
keep,False,False,True,True,False,False,True,True,change_to_left,0.999393772266323,3.29099011421204,36,5,False,True,
keep,False,False,True,True,False,False,True,True,change_to_right,0.999394735700866,3.30528831481934,36,6,False,True,
cruise,False,False,True,True,False,True,False,True,cruise,0.001334615740606,3.34880399703979,37,1,False,True,*
cruise,False,False,True,True,False,True,False,True,keep,0.500083778145657,3.39173126220703,37,2,False,False,
cruise,False,False,True,True,False,True,False,True,swerve_left,0.500083778145657,3.36922430992126,37,3,False,False,
cruise,False,False,True,True,False,True,False,True,swerve_right,0.500083778145657,3.40806841850281,37,3,False,False,
cruise,False,False,True,True,False,True,False,True,change_to_right,0.999333816211859,3.41726994514465,37,4,False,True,
cruise,False,False,True,True,False,True,False,True,change_to_left,0.99933381621186,3.37482833862305,37,5,False,True,
keep,False,False,True,True,False,True,False,True,cruise,0.000999029663537,3.37963938713074,38,1,False,False,*
keep,False,False,True,True,False,True,False,True,swerve_left,0.5000359262028,3.35637187957764,38,2,False,False,
keep,False,False,True,True,False,True,False,True,swerve_right,0.5000359262028,3.38833904266357,38,2,False,False,
keep,False,False,True,True,False,True,False,True,keep,0.572032034667266,3.39123749732971,38,3,False,True,
keep,False,False,True,True,False,True,False,True,change_to_left,0.99914372006892,3.38990163803101,38,4,False,True,
keep,False,False,True,True,False,True,False,True,change_to_right,0.99914372006892,3.41312551498413,38,4,False,True,
cruise,False,False,True,True,False,True,True,True,keep,0.001003469449297,3.38228511810303,39,1,False,False,*
cruise,False,False,True,True,False,True,True,True,swerve_left,0.001004712509083,3.43687438964844,39,2,False,False,
cruise,False,False,True,True,False,True,True,True,cruise,0.005480713681297,3.41615295410156,39,3,False,True,
cruise,False,False,True,True,False,True,True,True,swerve_right,0.501119905402147,3.37235856056213,39,4,False,False,
cruise,False,False,True,True,False,True,True,True,change_to_left,0.999405951589831,3.36947631835938,39,5,False,True,
cruise,False,False,True,True,False,True,True,True,change_to_right,0.999538281605162,3.39540576934814,39,6,False,True,
keep,False,False,True,True,False,True,True,True,swerve_left,0.001004687381288,3.42543530464172,40,1,False,False,*
keep,False,False,True,True,False,True,True,True,cruise,0.004597438952557,3.42649173736572,40,2,False,False,
keep,False,False,True,True,False,True,True,True,keep,0.005460996377759,3.37725210189819,40,3,False,True,
keep,False,False,True,True,False,True,True,True,swerve_right,0.501114978376182,3.37338662147522,40,4,False,False,
keep,False,False,True,True,False,True,True,True,change_to_left,0.999404170004535,3.4451379776001,40,5,False,True,
keep,False,False,True,True,False,True,True,True,change_to_right,0.999535917833709,3.38538908958435,40,6,False,True,
cruise,False,False,True,True,True,False,False,True,cruise,0.001335325107601,3.4241304397583,41,1,False,True,*
cruise,False,False,True,True,True,False,False,True,keep,0.500083871554338,3.37318325042725,41,2,False,False,
cruise,False,False,True,True,True,False,False,True,swerve_left,0.500083871554338,3.40898156166077,41,2,False,False,
cruise,False,False,True,True,True,False,False,True,swerve_right,0.500083871554338,3.37159967422485,41,2,False,False,
cruise,False,False,True,True,True,False,False,True,change_to_left,0.999333858729909,3.39676809310913,41,3,False,True,
cruise,False,False,True,True,True,False,False,True,change_to_right,0.999334123665728,3.38293361663818,41,4,False,True,
keep,False,False,True,True,True,False,False,True,cruise,0.000999144462611,3.4104425907135,42,1,False,False,*
keep,False,False,True,True,True,False,False,True,swerve_left,0.50003595529005,3.40018844604492,42,2,False,False,
keep,False,False,True,True,True,False,False,True,swerve_right,0.50003595529005,3.36355686187744,42,2,False,False,
keep,False,False,True,True,True,False,False,True,keep,0.572162269759107,3.38100028038025,42,3,False,True,
keep,False,False,True,True,True,False,False,True,change_to_left,0.999143694770285,3.4068808555603,42,4,False,True,
keep,False,False,True,True,True,False,False,True,change_to_right,0.999143808346864,3.35999536514282,42,5,False,True,
cruise,False,False,True,True,True,False,True,True,keep,0.000999712403837,3.4123387336731,43,1,False,False,
cruise,False,False,True,True,True,False,True,True,swerve_left,0.000999712403837,3.37738180160522,43,1,False,False,*
cruise,False,False,True,True,True,False,True,True,cruise,0.001713251856196,3.39603400230408,43,2,False,True,
cruise,False,False,True,True,True,False,True,True,swerve_right,0.500178295542556,3.45234847068787,43,3,False,False,
cruise,False,False,True,True,True,False,True,True,change_to_right,0.99938947785337,3.36467552185059,43,4,False,True,
cruise,False,False,True,True,True,False,True,True,change_to_left,0.999394779087659,3.40206527709961,43,5,False,True,
keep,False,False,True,True,True,False,True,True,swerve_left,0.000999712053342,3.36013293266296,44,1,False,False,*
keep,False,False,True,True,True,False,True,True,cruise,0.001204904611952,3.36697125434875,44,2,False,False,
keep,False,False,True,True,True,False,True,True,keep,0.001712899958468,3.39805150032043,44,3,False,True,
keep,False,False,True,True,True,False,True,True,swerve_right,0.500178207699755,3.41566348075867,44,4,False,False,
keep,False,False,True,True,True,False,True,True,change_to_right,0.999389286457766,3.41276502609253,44,5,False,True,
keep,False,False,True,True,True,False,True,True,change_to_left,0.999394585080238,3.36708211898804,44,6,False,True,
cruise,False,False,True,True,True,True,False,True,cruise,0.001335325035834,3.38444185256958,45,1,False,True,*
cruise,False,False,True,True,True,True,False,True,swerve_left,0.500083871536441,3.36861443519592,45,2,False,False,
cruise,False,False,True,True,True,True,False,True,keep,0.500083871536441,3.41956663131714,45,3,False,False,
cruise,False,False,True,True,True,True,False,True,swerve_right,0.500083871536441,3.40872073173523,45,3,False,False,
cruise,False,False,True,True,True,True,False,True,change_to_left,0.999333991167079,3.3592894077301,45,4,False,True,
cruise,False,False,True,True,True,True,False,True,change_to_right,0.999333991167079,3.39176058769226,45,4,False,True,
keep,False,False,True,True,True,True,False,True,cruise,0.000999144462584,3.37002325057983,46,1,False,False,*
keep,False,False,True,True,True,True,False,True,swerve_right,0.500035955283482,3.39629507064819,46,2,False,False,
keep,False,False,True,True,True,True,False,True,swerve_left,0.500035955283482,3.37079215049744,46,3,False,False,
keep,False,False,True,True,True,True,False,True,keep,0.572162256576532,3.39201903343201,46,4,False,True,
keep,False,False,True,True,True,True,False,True,change_to_right,0.99914375154978,3.39266753196716,46,5,False,True,
keep,False,False,True,True,True,True,False,True,change_to_left,0.99914375154978,3.37880373001099,46,6,False,True,
cruise,False,False,True,True,True,True,True,True,swerve_left,0.001002342759209,3.41873478889465,47,1,False,False,*
cruise,False,False,True,True,True,True,True,True,keep,0.001004732743366,3.35783004760742,47,2,False,False,
